Topic	Subtopic	Description	Educational_Level	Depth_Level	Domain	Difficulty	Duration_Hours	Is_Core	Pedagogical_Order	MCAT_Relevant	Prerequisites	Learning_Objectives	Assessment_Methods	Source_Books
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2709	No	Astronomy 2e_undergraduate_3_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2710	No	Astronomy 2e_undergraduate_5_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2711	No	Astronomy 2e_undergraduate_6_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2712	No	Astronomy 2e_undergraduate_7_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2713	No	Astronomy 2e_undergraduate_9_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2714	No	Astronomy 2e_undergraduate_11_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2715	No	Astronomy 2e_undergraduate_12_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2716	No	Astronomy 2e_undergraduate_13_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2717	No	Astronomy 2e_undergraduate_14_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2718	No	Astronomy 2e_undergraduate_15_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2719	No	Astronomy 2e_undergraduate_17_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2720	No	Astronomy 2e_undergraduate_18_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2721	No	Astronomy 2e_undergraduate_19_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2722	No	Astronomy 2e_undergraduate_20_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2723	No	Astronomy 2e_undergraduate_21_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2724	No	Astronomy 2e_undergraduate_22_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2725	No	Astronomy 2e_undergraduate_23_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2726	No	Astronomy 2e_undergraduate_24_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2727	No	Astronomy 2e_undergraduate_25_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2728	No	Astronomy 2e_undergraduate_26_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2729	No	Astronomy 2e_undergraduate_27_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2730	No	Astronomy 2e_undergraduate_28_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2731	No	Astronomy 2e_undergraduate_29_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2732	No	Astronomy 2e_undergraduate_30_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2733	No	College Physics for AP® Courses 2e_undergraduate_1_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2734	No	College Physics for AP® Courses 2e_undergraduate_2_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2735	No	College Physics for AP® Courses 2e_undergraduate_3_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2736	No	College Physics for AP® Courses 2e_undergraduate_4_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2737	No	College Physics for AP® Courses 2e_undergraduate_5_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2738	No	College Physics for AP® Courses 2e_undergraduate_6_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2739	No	College Physics for AP® Courses 2e_undergraduate_7_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2740	No	College Physics for AP® Courses 2e_undergraduate_8_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2741	No	College Physics for AP® Courses 2e_undergraduate_9_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2742	No	College Physics for AP® Courses 2e_undergraduate_10_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2743	No	College Physics for AP® Courses 2e_undergraduate_11_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2744	No	College Physics for AP® Courses 2e_undergraduate_12_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2745	No	College Physics for AP® Courses 2e_undergraduate_14_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2746	No	College Physics for AP® Courses 2e_undergraduate_15_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2747	No	College Physics for AP® Courses 2e_undergraduate_17_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2748	No	College Physics for AP® Courses 2e_undergraduate_18_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2749	No	College Physics for AP® Courses 2e_undergraduate_19_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2750	No	College Physics for AP® Courses 2e_undergraduate_20_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2751	No	College Physics for AP® Courses 2e_undergraduate_21_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2752	No	College Physics for AP® Courses 2e_undergraduate_26_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2753	No	College Physics for AP® Courses 2e_undergraduate_34_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2754	No	College Physics 2e_undergraduate_1_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2755	No	College Physics 2e_undergraduate_2_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2756	No	College Physics 2e_undergraduate_3_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2757	No	College Physics 2e_undergraduate_4_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2758	No	College Physics 2e_undergraduate_5_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2759	No	College Physics 2e_undergraduate_6_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2760	No	College Physics 2e_undergraduate_7_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2761	No	College Physics 2e_undergraduate_8_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2762	No	College Physics 2e_undergraduate_9_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2763	No	College Physics 2e_undergraduate_10_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2764	No	College Physics 2e_undergraduate_11_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2765	No	College Physics 2e_undergraduate_12_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2766	No	College Physics 2e_undergraduate_14_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2767	No	College Physics 2e_undergraduate_15_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2768	No	College Physics 2e_undergraduate_17_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2769	No	College Physics 2e_undergraduate_18_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2770	No	College Physics 2e_undergraduate_19_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2771	No	College Physics 2e_undergraduate_20_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2772	No	College Physics 2e_undergraduate_21_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2773	No	College Physics 2e_undergraduate_26_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2774	No	College Physics 2e_undergraduate_34_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2775	No	University Physics Volume 3_undergraduate_0_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2776	No	University Physics Volume 3_undergraduate_2_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2777	No	University Physics Volume 3_undergraduate_3_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2778	No	University Physics Volume 3_undergraduate_2_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2779	No	University Physics Volume 3_undergraduate_2_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2780	No	University Physics Volume 2_undergraduate_1_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2781	No	University Physics Volume 2_undergraduate_0_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2782	No	University Physics Volume 2_undergraduate_2_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2783	No	University Physics Volume 2_undergraduate_3_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2784	No	University Physics Volume 2_undergraduate_0_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2785	No	University Physics Volume 2_undergraduate_1_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2786	No	University Physics Volume 2_undergraduate_2_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2787	No	University Physics Volume 2_undergraduate_3_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2788	No	University Physics Volume 2_undergraduate_4_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2789	No	University Physics Volume 2_undergraduate_5_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2790	No	University Physics Volume 2_undergraduate_6_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2791	No	University Physics Volume 2_undergraduate_7_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2792	No	University Physics Volume 2_undergraduate_9_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2793	No	University Physics Volume 2_undergraduate_10_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Oscillations	Oscillations	Detailed study of oscillations at undergraduate level	undergraduate	2	mechanics	4	3	Core	2794	No	University Physics Volume 1_undergraduate_1_14	Analyze complex problems involving oscillations; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to oscillations problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
