topic_id	title	classification	level	level_name	domain	category	concept	topic	subtopic	learning_element	full_path	parent_path	topic_level	topic_domain	prerequisites_count	prerequisites	prerequisite_types	avg_prerequisite_confidence	standards_count	mapped_standards	mcat_mapped	ib_mapped	a_level_mapped	igcse_mapped	avg_standards_confidence	bloom_levels	difficulty_levels	application_domains
core → Waves and Optics → Modern Physics → Atomic Structure → Physical Significance Of The Quantum Numbers	Physical Significance Of The Quantum Numbers	core	4	Topic	Waves and Optics	Modern Physics	Atomic Structure	Physical Significance Of The Quantum Numbers			core → Waves and Optics → Modern Physics → Atomic Structure → Physical Significance Of The Quantum Numbers	core → Waves and Optics → Modern Physics → Atomic Structure	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Atomic Structure → Using The Wave Function To Make Predictions	Using The Wave Function To Make Predictions	core	4	Topic	Waves and Optics	Modern Physics	Atomic Structure	Using The Wave Function To Make Predictions			core → Waves and Optics → Modern Physics → Atomic Structure → Using The Wave Function To Make Predictions	core → Waves and Optics → Modern Physics → Atomic Structure	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Atomic Structure → Summary	Summary	core	4	Topic	Waves and Optics	Modern Physics	Atomic Structure	Summary			core → Waves and Optics → Modern Physics → Atomic Structure → Summary	core → Waves and Optics → Modern Physics → Atomic Structure	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Atomic Structure → Conceptual Questions	Conceptual Questions	core	4	Topic	Waves and Optics	Modern Physics	Atomic Structure	Conceptual Questions			core → Waves and Optics → Modern Physics → Atomic Structure → Conceptual Questions	core → Waves and Optics → Modern Physics → Atomic Structure	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Atomic Structure → General Problems	General Problems	core	4	Topic	Waves and Optics	Modern Physics	Atomic Structure	General Problems			core → Waves and Optics → Modern Physics → Atomic Structure → General Problems	core → Waves and Optics → Modern Physics → Atomic Structure	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Atomic Structure → Atomic Fluorescence	Atomic Fluorescence	core	4	Topic	Waves and Optics	Modern Physics	Atomic Structure	Atomic Fluorescence			core → Waves and Optics → Modern Physics → Atomic Structure → Atomic Fluorescence	core → Waves and Optics → Modern Physics → Atomic Structure	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Atomic Structure → X-Rays	X-Rays	core	4	Topic	Waves and Optics	Modern Physics	Atomic Structure	X-Rays			core → Waves and Optics → Modern Physics → Atomic Structure → X-Rays	core → Waves and Optics → Modern Physics → Atomic Structure	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Atomic Structure → X-Ray Technology	X-Ray Technology	core	4	Topic	Waves and Optics	Modern Physics	Atomic Structure	X-Ray Technology			core → Waves and Optics → Modern Physics → Atomic Structure → X-Ray Technology	core → Waves and Optics → Modern Physics → Atomic Structure	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Atomic Structure → Digital Storage: Cds, Dvds, And Blu-Ray	Digital Storage: Cds, Dvds, And Blu-Ray	core	4	Topic	Waves and Optics	Modern Physics	Atomic Structure	Digital Storage: Cds, Dvds, And Blu-Ray			core → Waves and Optics → Modern Physics → Atomic Structure → Digital Storage: Cds, Dvds, And Blu-Ray	core → Waves and Optics → Modern Physics → Atomic Structure	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Atomic Structure → Chirped Pulse Amplification: From Fusion To Eye Surgery	Chirped Pulse Amplification: From Fusion To Eye Surgery	core	4	Topic	Waves and Optics	Modern Physics	Atomic Structure	Chirped Pulse Amplification: From Fusion To Eye Surgery			core → Waves and Optics → Modern Physics → Atomic Structure → Chirped Pulse Amplification: From Fusion To Eye Surgery	core → Waves and Optics → Modern Physics → Atomic Structure	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Atomic Structure → Key Equations	Key Equations	core	4	Topic	Waves and Optics	Modern Physics	Atomic Structure	Key Equations			core → Waves and Optics → Modern Physics → Atomic Structure → Key Equations	core → Waves and Optics → Modern Physics → Atomic Structure	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Atomic Structure → Additional Problems	Additional Problems	core	4	Topic	Waves and Optics	Modern Physics	Atomic Structure	Additional Problems			core → Waves and Optics → Modern Physics → Atomic Structure → Additional Problems	core → Waves and Optics → Modern Physics → Atomic Structure	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Condensed Matter Physics	Condensed Matter Physics	core	3	Concept	Waves and Optics	Modern Physics	Condensed Matter Physics				core → Waves and Optics → Modern Physics → Condensed Matter Physics	core → Waves and Optics → Modern Physics	3		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Condensed Matter Physics → Introduction	Introduction	core	4	Topic	Waves and Optics	Modern Physics	Condensed Matter Physics	Introduction			core → Waves and Optics → Modern Physics → Condensed Matter Physics → Introduction	core → Waves and Optics → Modern Physics → Condensed Matter Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Condensed Matter Physics → Types of Bonds	Types of Bonds	core	4	Topic	Waves and Optics	Modern Physics	Condensed Matter Physics	Types of Bonds			core → Waves and Optics → Modern Physics → Condensed Matter Physics → Types of Bonds	core → Waves and Optics → Modern Physics → Condensed Matter Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Condensed Matter Physics → Ionic Bonding	Ionic Bonding	core	4	Topic	Waves and Optics	Modern Physics	Condensed Matter Physics	Ionic Bonding			core → Waves and Optics → Modern Physics → Condensed Matter Physics → Ionic Bonding	core → Waves and Optics → Modern Physics → Condensed Matter Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Condensed Matter Physics → Covalent Bonds	Covalent Bonds	core	4	Topic	Waves and Optics	Modern Physics	Condensed Matter Physics	Covalent Bonds			core → Waves and Optics → Modern Physics → Condensed Matter Physics → Covalent Bonds	core → Waves and Optics → Modern Physics → Condensed Matter Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Condensed Matter Physics → Bonding In Polyatomic Molecules	Bonding In Polyatomic Molecules	core	4	Topic	Waves and Optics	Modern Physics	Condensed Matter Physics	Bonding In Polyatomic Molecules			core → Waves and Optics → Modern Physics → Condensed Matter Physics → Bonding In Polyatomic Molecules	core → Waves and Optics → Modern Physics → Condensed Matter Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Condensed Matter Physics → Summary	Summary	core	4	Topic	Waves and Optics	Modern Physics	Condensed Matter Physics	Summary			core → Waves and Optics → Modern Physics → Condensed Matter Physics → Summary	core → Waves and Optics → Modern Physics → Condensed Matter Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Condensed Matter Physics → Conceptual Questions	Conceptual Questions	core	4	Topic	Waves and Optics	Modern Physics	Condensed Matter Physics	Conceptual Questions			core → Waves and Optics → Modern Physics → Condensed Matter Physics → Conceptual Questions	core → Waves and Optics → Modern Physics → Condensed Matter Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Condensed Matter Physics → General Problems	General Problems	core	4	Topic	Waves and Optics	Modern Physics	Condensed Matter Physics	General Problems			core → Waves and Optics → Modern Physics → Condensed Matter Physics → General Problems	core → Waves and Optics → Modern Physics → Condensed Matter Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Condensed Matter Physics → General Problems → Ionic Bonds	Ionic Bonds	core	5	Subtopic	Waves and Optics	Modern Physics	Condensed Matter Physics	General Problems	Ionic Bonds		core → Waves and Optics → Modern Physics → Condensed Matter Physics → General Problems → Ionic Bonds	core → Waves and Optics → Modern Physics → Condensed Matter Physics → General Problems	5		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Condensed Matter Physics → General Problems → Ionic Bonds → Learning activities for core/Waves and Optics/Modern Physics/Condensed Matter Physics/General Problems/Ionic Bonds	Learning activities for core/Waves and Optics/Modern Physics/Condensed Matter Physics/General Problems/Ionic Bonds	core	6	Learning Element	Waves and Optics	Modern Physics	Condensed Matter Physics	General Problems	Ionic Bonds	Learning activities for core/Waves and Optics/Modern Physics/Condensed Matter Physics/General Problems/Ionic Bonds	core → Waves and Optics → Modern Physics → Condensed Matter Physics → General Problems → Ionic Bonds → Learning activities for core/Waves and Optics/Modern Physics/Condensed Matter Physics/General Problems/Ionic Bonds	core → Waves and Optics → Modern Physics → Condensed Matter Physics → General Problems → Ionic Bonds			0				0									
core → Waves and Optics → Modern Physics → Condensed Matter Physics → General Problems → Covalent Bonds	Covalent Bonds	core	5	Subtopic	Waves and Optics	Modern Physics	Condensed Matter Physics	General Problems	Covalent Bonds		core → Waves and Optics → Modern Physics → Condensed Matter Physics → General Problems → Covalent Bonds	core → Waves and Optics → Modern Physics → Condensed Matter Physics → General Problems	5		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Condensed Matter Physics → General Problems → Covalent Bonds → Learning activities for core/Waves and Optics/Modern Physics/Condensed Matter Physics/General Problems/Covalent Bonds	Learning activities for core/Waves and Optics/Modern Physics/Condensed Matter Physics/General Problems/Covalent Bonds	core	6	Learning Element	Waves and Optics	Modern Physics	Condensed Matter Physics	General Problems	Covalent Bonds	Learning activities for core/Waves and Optics/Modern Physics/Condensed Matter Physics/General Problems/Covalent Bonds	core → Waves and Optics → Modern Physics → Condensed Matter Physics → General Problems → Covalent Bonds → Learning activities for core/Waves and Optics/Modern Physics/Condensed Matter Physics/General Problems/Covalent Bonds	core → Waves and Optics → Modern Physics → Condensed Matter Physics → General Problems → Covalent Bonds			0				0									
core → Waves and Optics → Modern Physics → Condensed Matter Physics → Metallic Bonding	Metallic Bonding	core	4	Topic	Waves and Optics	Modern Physics	Condensed Matter Physics	Metallic Bonding			core → Waves and Optics → Modern Physics → Condensed Matter Physics → Metallic Bonding	core → Waves and Optics → Modern Physics → Condensed Matter Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Condensed Matter Physics → Diodes	Diodes	core	4	Topic	Waves and Optics	Modern Physics	Condensed Matter Physics	Diodes			core → Waves and Optics → Modern Physics → Condensed Matter Physics → Diodes	core → Waves and Optics → Modern Physics → Condensed Matter Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Condensed Matter Physics → Junction Transistor	Junction Transistor	core	4	Topic	Waves and Optics	Modern Physics	Condensed Matter Physics	Junction Transistor			core → Waves and Optics → Modern Physics → Condensed Matter Physics → Junction Transistor	core → Waves and Optics → Modern Physics → Condensed Matter Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Condensed Matter Physics → Properties Of Superconductors	Properties Of Superconductors	core	4	Topic	Waves and Optics	Modern Physics	Condensed Matter Physics	Properties Of Superconductors			core → Waves and Optics → Modern Physics → Condensed Matter Physics → Properties Of Superconductors	core → Waves and Optics → Modern Physics → Condensed Matter Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Condensed Matter Physics → Theory Of Superconductors	Theory Of Superconductors	core	4	Topic	Waves and Optics	Modern Physics	Condensed Matter Physics	Theory Of Superconductors			core → Waves and Optics → Modern Physics → Condensed Matter Physics → Theory Of Superconductors	core → Waves and Optics → Modern Physics → Condensed Matter Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Condensed Matter Physics → Key Equations	Key Equations	core	4	Topic	Waves and Optics	Modern Physics	Condensed Matter Physics	Key Equations			core → Waves and Optics → Modern Physics → Condensed Matter Physics → Key Equations	core → Waves and Optics → Modern Physics → Condensed Matter Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Condensed Matter Physics → Additional Problems	Additional Problems	core	4	Topic	Waves and Optics	Modern Physics	Condensed Matter Physics	Additional Problems			core → Waves and Optics → Modern Physics → Condensed Matter Physics → Additional Problems	core → Waves and Optics → Modern Physics → Condensed Matter Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Condensed Matter Physics → Challenge Problems	Challenge Problems	core	4	Topic	Waves and Optics	Modern Physics	Condensed Matter Physics	Challenge Problems			core → Waves and Optics → Modern Physics → Condensed Matter Physics → Challenge Problems	core → Waves and Optics → Modern Physics → Condensed Matter Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics	Nuclear Physics	core	3	Concept	Waves and Optics	Modern Physics	Nuclear Physics				core → Waves and Optics → Modern Physics → Nuclear Physics	core → Waves and Optics → Modern Physics	3		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Introduction	Introduction	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Introduction			core → Waves and Optics → Modern Physics → Nuclear Physics → Introduction	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Counts Of Nucleons	Counts Of Nucleons	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Counts Of Nucleons			core → Waves and Optics → Modern Physics → Nuclear Physics → Counts Of Nucleons	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Nuclear Size	Nuclear Size	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Nuclear Size			core → Waves and Optics → Modern Physics → Nuclear Physics → Nuclear Size	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Summary	Summary	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Summary			core → Waves and Optics → Modern Physics → Nuclear Physics → Summary	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Conceptual Questions	Conceptual Questions	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Conceptual Questions			core → Waves and Optics → Modern Physics → Nuclear Physics → Conceptual Questions	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → General Problems	General Problems	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	General Problems			core → Waves and Optics → Modern Physics → Nuclear Physics → General Problems	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Mass Defect	Mass Defect	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Mass Defect			core → Waves and Optics → Modern Physics → Nuclear Physics → Mass Defect	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Graph Of Binding Energy Per Nucleon	Graph Of Binding Energy Per Nucleon	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Graph Of Binding Energy Per Nucleon			core → Waves and Optics → Modern Physics → Nuclear Physics → Graph Of Binding Energy Per Nucleon	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Radioactive Decay	Radioactive Decay	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Radioactive Decay			core → Waves and Optics → Modern Physics → Nuclear Physics → Radioactive Decay	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Radioactive Dating	Radioactive Dating	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Radioactive Dating			core → Waves and Optics → Modern Physics → Nuclear Physics → Radioactive Dating	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Alpha Decay	Alpha Decay	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Alpha Decay			core → Waves and Optics → Modern Physics → Nuclear Physics → Alpha Decay	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Beta Decay	Beta Decay	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Beta Decay			core → Waves and Optics → Modern Physics → Nuclear Physics → Beta Decay	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Gamma Decay	Gamma Decay	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Gamma Decay			core → Waves and Optics → Modern Physics → Nuclear Physics → Gamma Decay	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Radioactivity In The Earth	Radioactivity In The Earth	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Radioactivity In The Earth			core → Waves and Optics → Modern Physics → Nuclear Physics → Radioactivity In The Earth	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Nuclear Weapons	Nuclear Weapons	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Nuclear Weapons			core → Waves and Optics → Modern Physics → Nuclear Physics → Nuclear Weapons	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Nuclear Fission Reactors	Nuclear Fission Reactors	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Nuclear Fission Reactors			core → Waves and Optics → Modern Physics → Nuclear Physics → Nuclear Fission Reactors	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Nucleosynthesis	Nucleosynthesis	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Nucleosynthesis			core → Waves and Optics → Modern Physics → Nuclear Physics → Nucleosynthesis	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Nuclear Fusion Reactors	Nuclear Fusion Reactors	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Nuclear Fusion Reactors			core → Waves and Optics → Modern Physics → Nuclear Physics → Nuclear Fusion Reactors	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Medical Imaging in Physics	Medical Imaging in Physics	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Medical Imaging in Physics			core → Waves and Optics → Modern Physics → Nuclear Physics → Medical Imaging in Physics	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Biological Effects	Biological Effects	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Biological Effects			core → Waves and Optics → Modern Physics → Nuclear Physics → Biological Effects	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Sources Of Radiation	Sources Of Radiation	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Sources Of Radiation			core → Waves and Optics → Modern Physics → Nuclear Physics → Sources Of Radiation	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Key Equations	Key Equations	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Key Equations			core → Waves and Optics → Modern Physics → Nuclear Physics → Key Equations	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Additional Problems	Additional Problems	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Additional Problems			core → Waves and Optics → Modern Physics → Nuclear Physics → Additional Problems	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Nuclear Physics → Challenge Problems	Challenge Problems	core	4	Topic	Waves and Optics	Modern Physics	Nuclear Physics	Challenge Problems			core → Waves and Optics → Modern Physics → Nuclear Physics → Challenge Problems	core → Waves and Optics → Modern Physics → Nuclear Physics	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Particle Physics And Cosmology	Particle Physics And Cosmology	core	3	Concept	Waves and Optics	Modern Physics	Particle Physics And Cosmology				core → Waves and Optics → Modern Physics → Particle Physics And Cosmology	core → Waves and Optics → Modern Physics	3		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Introduction	Introduction	core	4	Topic	Waves and Optics	Modern Physics	Particle Physics And Cosmology	Introduction			core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Introduction	core → Waves and Optics → Modern Physics → Particle Physics And Cosmology	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Four Fundamental Forces	Four Fundamental Forces	core	4	Topic	Waves and Optics	Modern Physics	Particle Physics And Cosmology	Four Fundamental Forces			core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Four Fundamental Forces	core → Waves and Optics → Modern Physics → Particle Physics And Cosmology	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Classifications Of Elementary Particles	Classifications Of Elementary Particles	core	4	Topic	Waves and Optics	Modern Physics	Particle Physics And Cosmology	Classifications Of Elementary Particles			core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Classifications Of Elementary Particles	core → Waves and Optics → Modern Physics → Particle Physics And Cosmology	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Classification By Spin	Classification By Spin	core	4	Topic	Waves and Optics	Modern Physics	Particle Physics And Cosmology	Classification By Spin			core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Classification By Spin	core → Waves and Optics → Modern Physics → Particle Physics And Cosmology	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Classification By Force Interactions	Classification By Force Interactions	core	4	Topic	Waves and Optics	Modern Physics	Particle Physics And Cosmology	Classification By Force Interactions			core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Classification By Force Interactions	core → Waves and Optics → Modern Physics → Particle Physics And Cosmology	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Particles And Antiparticles	Particles And Antiparticles	core	4	Topic	Waves and Optics	Modern Physics	Particle Physics And Cosmology	Particles And Antiparticles			core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Particles And Antiparticles	core → Waves and Optics → Modern Physics → Particle Physics And Cosmology	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Summary	Summary	core	4	Topic	Waves and Optics	Modern Physics	Particle Physics And Cosmology	Summary			core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Summary	core → Waves and Optics → Modern Physics → Particle Physics And Cosmology	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Conceptual Questions	Conceptual Questions	core	4	Topic	Waves and Optics	Modern Physics	Particle Physics And Cosmology	Conceptual Questions			core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Conceptual Questions	core → Waves and Optics → Modern Physics → Particle Physics And Cosmology	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → General Problems	General Problems	core	4	Topic	Waves and Optics	Modern Physics	Particle Physics And Cosmology	General Problems			core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → General Problems	core → Waves and Optics → Modern Physics → Particle Physics And Cosmology	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → General Problems → Classification By Spin	Classification By Spin	core	5	Subtopic	Waves and Optics	Modern Physics	Particle Physics And Cosmology	General Problems	Classification By Spin		core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → General Problems → Classification By Spin	core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → General Problems	5		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → General Problems → Classification By Spin → Learning activities for core/Waves and Optics/Modern Physics/Particle Physics And Cosmology/General Problems/Classification By Spin	Learning activities for core/Waves and Optics/Modern Physics/Particle Physics And Cosmology/General Problems/Classification By Spin	core	6	Learning Element	Waves and Optics	Modern Physics	Particle Physics And Cosmology	General Problems	Classification By Spin	Learning activities for core/Waves and Optics/Modern Physics/Particle Physics And Cosmology/General Problems/Classification By Spin	core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → General Problems → Classification By Spin → Learning activities for core/Waves and Optics/Modern Physics/Particle Physics And Cosmology/General Problems/Classification By Spin	core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → General Problems → Classification By Spin			0				0									
core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → General Problems → Classification By Force Interactions	Classification By Force Interactions	core	5	Subtopic	Waves and Optics	Modern Physics	Particle Physics And Cosmology	General Problems	Classification By Force Interactions		core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → General Problems → Classification By Force Interactions	core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → General Problems	5		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → General Problems → Classification By Force Interactions → Learning activities for core/Waves and Optics/Modern Physics/Particle Physics And Cosmology/General Problems/Classification By Force Interactions	Learning activities for core/Waves and Optics/Modern Physics/Particle Physics And Cosmology/General Problems/Classification By Force Interactions	core	6	Learning Element	Waves and Optics	Modern Physics	Particle Physics And Cosmology	General Problems	Classification By Force Interactions	Learning activities for core/Waves and Optics/Modern Physics/Particle Physics And Cosmology/General Problems/Classification By Force Interactions	core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → General Problems → Classification By Force Interactions → Learning activities for core/Waves and Optics/Modern Physics/Particle Physics And Cosmology/General Problems/Classification By Force Interactions	core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → General Problems → Classification By Force Interactions			0				0									
core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Baryon Number Conservation	Baryon Number Conservation	core	4	Topic	Waves and Optics	Modern Physics	Particle Physics And Cosmology	Baryon Number Conservation			core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Baryon Number Conservation	core → Waves and Optics → Modern Physics → Particle Physics And Cosmology	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Lepton Number Conservation	Lepton Number Conservation	core	4	Topic	Waves and Optics	Modern Physics	Particle Physics And Cosmology	Lepton Number Conservation			core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Lepton Number Conservation	core → Waves and Optics → Modern Physics → Particle Physics And Cosmology	4		0			0	0		False	False	False	False	0			
core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Strangeness Conservation	Strangeness Conservation	core	4	Topic	Waves and Optics	Modern Physics	Particle Physics And Cosmology	Strangeness Conservation			core → Waves and Optics → Modern Physics → Particle Physics And Cosmology → Strangeness Conservation	core → Waves and Optics → Modern Physics → Particle Physics And Cosmology	4		0			0	0		False	False	False	False	0			
