Topic	Subtopic	Description	Objectives	Duration (hours)	Difficulty	Level	Core/Elective	MCAT Relevant	Pedagogical Order	Prerequisites
Medical Physics	Quality Assurance in Medical Physics	Importance of quality assurance in ensuring the safety and effectiveness of medical equipment and procedures.	Understand the principles of quality assurance in medical physics; Describe the various quality control tests performed in medical imaging and radiation therapy; Explain the role of medical physicists in maintaining quality standards	3	3	undergraduate	elective	No	50	Dosimetry in Medical Physics; Introduction to Medical Physics; Medical Imaging Techniques; Radiation Physics; Radiation Therapy
Medical Physics	Radiation Physics	Study of the properties and behavior of radiation used in medical imaging and therapy.	Explain the properties of ionizing radiation; Understand the interaction of radiation with matter; Describe the principles of radiation safety in medical settings	3	3	undergraduate	core	No	50	Atomic Structure; Quantum Mechanics; Nuclear Physics
Medical Physics	Radiation Therapy	Study of the use of radiation to treat diseases, particularly cancer, including external beam therapy and brachytherapy.	Describe the principles of radiation therapy; Explain the different techniques used in radiation therapy; Understand the role of medical physicists in radiation treatment planning	4	3	undergraduate	core	No	50	Dosimetry in Medical Physics; Introduction to Medical Physics; Radiation Physics
Modern Physics	Atomic Structure	Atomic structure refers to the organization of protons, neutrons, and electrons within an atom.	Describe the Bohr model of the atom; Explain the concept of electron configurations; Understand the principles of spectroscopy	3	3	undergraduate	core	No	50	Quantum Mechanics; Special Relativity
Modern Physics	Nuclear Physics	Nuclear physics is the field of physics that studies atomic nuclei and their interactions.	Understand the types of radioactive decay; Explain nuclear reactions and fission/fusion processes; Describe the concept of binding energy	3	3	undergraduate	core	No	50	Atomic Structure; Quantum Mechanics; Particle Physics
Modern Physics	Particle Physics	Particle physics is the study of the fundamental particles and forces that make up the universe.	Describe the standard model of particle physics; Explain the properties of quarks and leptons; Understand the role of gauge bosons in fundamental interactions	4	3	graduate	core	No	50	Standard Model of Particle Physics
Modern Physics	Quantum Mechanics	Quantum mechanics is the branch of physics that deals with the behavior of particles at the atomic and subatomic levels.	Understand the wave-particle duality of matter; Solve the Schrödinger equation for simple systems; Explain the concept of quantum tunneling	4	3	undergraduate	core	No	50	Wave-Particle Duality; Classical Mechanics; Quantum Field Theory; Special Relativity
Modern Physics	Relativistic Quantum Mechanics	Relativistic quantum mechanics is the combination of quantum mechanics and special relativity to describe particles moving at high speeds.	Understand the Dirac equation; Describe the concept of antimatter; Explain the implications of quantum field theory	4	3	graduate	core	No	50	Quantum Mechanics; Special Relativity
Modern Physics	Special Relativity	Special relativity is a theory in physics that describes the relationship between space and time in the absence of gravity.	Understand the postulates of special relativity; Apply Lorentz transformations to solve problems involving time dilation and length contraction; Explain the concept of relativistic mass and energy	3	3	undergraduate	core	No	50	Classical Mechanics; Electromagnetism; Quantum Mechanics
Nuclear Physics	Atomic Nuclei Structure	Understanding the composition and structure of atomic nuclei.	Identify the constituents of an atomic nucleus.; Explain the concept of nuclear binding energy.; Describe the differences between isotopes and isobars.; Calculate the mass defect and binding energy per nucleon.	2	4	undergraduate	core	No	50	Atomic Structure; Nuclear Physics; Quantum Mechanics
Nuclear Physics	Nuclear Astrophysical Reactions	Investigating nuclear reactions in astrophysical environments and their impact on stellar evolution.	Discuss nucleosynthesis processes in different astrophysical scenarios.; Analyze nuclear reaction networks in stellar evolution models.; Explore the role of nuclear physics in understanding cosmic abundances.; Evaluate the connection between nuclear astrophysics and observational data.	6	4	graduate	elective	No	50	Nuclear Physics; Nuclear Reactions
Nuclear Physics	Nuclear Astrophysics	Studying the role of nuclear processes in astrophysical phenomena and stellar evolution.	Explain nucleosynthesis processes in stars.; Discuss the life cycle of stars and the role of nuclear fusion.; Analyze the connection between nuclear physics and astrophysics.; Calculate stellar energy generation through nuclear reactions.	4	4	undergraduate	elective	No	50	Nuclear Physics; Stellar Evolution
Nuclear Physics	Nuclear Data and Measurements	Exploring experimental techniques and databases for nuclear data used in various applications.	Discuss the sources and reliability of nuclear data.; Explain experimental methods for nuclear data measurements.; Analyze nuclear reaction cross-section data.; Apply nuclear data in reactor design and astrophysical models.	4	4	undergraduate	elective	No	50	Nuclear Physics; Atomic Structure
Nuclear Physics	Nuclear Energy	In-depth exploration of nuclear energy production, reactor design, and fuel cycle analysis.	Discuss advanced reactor designs and fuel cycles.; Analyze the economics and sustainability of nuclear energy.; Explore advanced topics in nuclear reactor physics.; Evaluate the future prospects of nuclear energy.	6	4	graduate	core	No	50	Atomic Structure; Nuclear Physics; Quantum Mechanics
Nuclear Physics	Nuclear Forensics	Applying nuclear physics techniques to investigate nuclear materials for security and non-proliferation purposes.	Understand the principles of nuclear forensic analysis.; Discuss the detection of nuclear materials and isotopic signatures.; Analyze the role of nuclear forensics in international security.; Apply nuclear forensic techniques in case studies.	4	4	undergraduate	elective	No	50	Nuclear Physics; Atomic Structure
Nuclear Physics	Nuclear Fusion	Exploring the process by which multiple atomic nuclei join together to form a heavier nucleus.	Understand the conditions required for nuclear fusion.; Explain the fusion reactions in stars and fusion energy production.; Discuss the challenges and progress in controlled fusion on Earth.; Calculate energy release in fusion reactions.	4	4	undergraduate	core	No	50	Nuclear Physics; Atomic Nuclei Structure
Nuclear Physics	Nuclear Fusion Technology	Investigating the scientific and engineering challenges of achieving controlled nuclear fusion for energy production.	Discuss fusion plasma physics and confinement techniques.; Analyze magnetic and inertial confinement fusion concepts.; Explore fusion reactor design and materials.; Evaluate the progress and prospects of fusion energy.	6	4	graduate	elective	No	50	Plasma Physics
Nuclear Physics	Nuclear Magnetic Resonance (NMR)	Understanding the principles and applications of NMR spectroscopy in physics and chemistry.	Explain the concept of nuclear magnetic resonance.; Discuss the interaction of nuclei with magnetic fields.; Analyze NMR spectra and chemical shifts.; Apply NMR techniques in structural analysis.	4	4	undergraduate	elective	No	50	Quantum Mechanics; Atomic Structure; Nuclear Physics
Nuclear Physics	Nuclear Magnetic Resonance Spectroscopy	Advanced exploration of NMR techniques for structural elucidation and dynamics studies in chemistry and biology.	Discuss advanced NMR pulse sequences and multidimensional NMR.; Analyze protein and nucleic acid structure determination using NMR.; Explore solid-state NMR applications.; Evaluate the role of NMR in drug discovery and materials science.	6	4	graduate	elective	No	50	Quantum Mechanics; Nuclear Physics; Atomic Structure
Nuclear Physics	Nuclear Medicine	Exploring the applications of radioactive materials in medical diagnosis and treatment.	Understand the principles of nuclear medicine imaging techniques.; Discuss the use of radioisotopes in cancer therapy.; Analyze the benefits and risks of nuclear medicine procedures.; Explain the role of radiation safety in nuclear medicine.	3	4	undergraduate	elective	No	50	Atomic Structure; Nuclear Physics; Quantum Mechanics; Radiation Physics
Nuclear Physics	Nuclear Medicine Imaging	Advanced study of imaging techniques using radioactive tracers for medical diagnosis and research.	Discuss positron emission tomography (PET) and single-photon emission computed tomography (SPECT).; Analyze the physics behind medical imaging modalities.; Explore emerging technologies in nuclear medicine imaging.; Evaluate the role of imaging in personalized medicine.	6	4	graduate	elective	No	50	Nuclear Medicine; Medical Imaging Techniques
Nuclear Physics	Nuclear Models	Investigating theoretical models used to describe the structure and behavior of atomic nuclei.	Explain the liquid drop model and the shell model of the nucleus.; Understand the concept of magic numbers in nuclear physics.; Discuss the limitations and successes of nuclear models.; Apply nuclear models to predict nuclear properties.	4	4	undergraduate	core	No	50	Atomic Structure; Quantum Mechanics; Nuclear Physics
Nuclear Physics	Nuclear Radiation Detection	Studying the principles and technologies used in detecting and measuring nuclear radiation.	Explain the interaction of radiation with matter.; Discuss different types of radiation detectors.; Analyze radiation detection techniques and applications.; Design radiation detection systems for specific purposes.	4	4	graduate	elective	No	50	Atomic Structure; Nuclear Physics; Quantum Mechanics; Radiation Physics
Nuclear Physics	Nuclear Reactions	Studying the processes that involve changes in the nucleus of an atom.	Differentiate between nuclear fission and nuclear fusion.; Understand the concept of cross-section in nuclear reactions.; Analyze energy release in nuclear reactions.; Calculate reaction rates and decay constants.	3	4	undergraduate	core	No	50	Nuclear Physics; Atomic Structure
Nuclear Physics	Nuclear Reactors	Studying the principles and operation of nuclear reactors for power generation.	Describe the components and working principles of a nuclear reactor.; Explain the concept of criticality in nuclear reactors.; Discuss reactor control mechanisms and safety measures.; Analyze the advantages and challenges of nuclear power.	4	4	undergraduate	core	No	50	Atomic Structure; Nuclear Physics; Quantum Mechanics; Nuclear Reactions
Nuclear Physics	Nuclear Structure and Reactions	Advanced study of nuclear models, nuclear reactions, and nuclear spectroscopy.	Analyze nuclear structure using advanced models.; Discuss scattering and reaction mechanisms in nuclear physics.; Apply nuclear spectroscopy techniques.; Explore current research topics in nuclear structure and reactions.	6	4	graduate	core	No	50	Atomic Nuclei Structure; Nuclear Models; Nuclear Reactions
Nuclear Physics	Nuclear Waste Management	Addressing the safe handling, storage, and disposal of radioactive waste produced by nuclear processes.	Discuss the classification of radioactive waste.; Explain different strategies for radioactive waste management.; Analyze the environmental and health impacts of radioactive waste.; Evaluate the long-term challenges of nuclear waste disposal.	3	4	undergraduate	elective	No	50	Nuclear Physics; Radioactive Decay
Nuclear Physics	Nuclear Waste Remediation	Exploring advanced methods for the treatment and disposal of radioactive waste to minimize environmental impact.	Discuss transmutation and partitioning techniques for nuclear waste.; Analyze advanced waste management strategies.; Evaluate the challenges and benefits of waste remediation technologies.; Propose innovative solutions for long-term waste disposal.	6	4	graduate	elective	No	50	Nuclear Waste Management
Nuclear Physics	Radioactive Decay	Exploring the spontaneous disintegration of atomic nuclei.	Identify different types of radioactive decay (alpha, beta, gamma).; Understand decay processes and decay chains.; Calculate decay rates and half-lives.; Apply decay laws to solve decay-related problems.	3	4	undergraduate	core	No	50	Atomic Structure; Nuclear Physics; Quantum Mechanics
Particle Physics	Beyond the Standard Model	Explore theories and phenomena that go beyond the standard model of particle physics, such as supersymmetry, dark matter, and extra dimensions.	Discuss the limitations of the standard model and the need for new physics.; Explain the concept of supersymmetry and its implications for particle physics.; Describe the search for dark matter and its significance in cosmology.; Discuss theories involving extra dimensions and their relevance to particle physics.	4	5	undergraduate	elective	No	50	Standard Model of Particle Physics; Quantum Field Theory; Quantum Mechanics; Special Relativity; Cosmology
Particle Physics	Grand Unified Theories (GUTs)	Grand Unified Theories seek to unify the electromagnetic, weak, and strong forces into a single force at high energies.	Explain the concept of Grand Unified Theories (GUTs) and their motivations.; Discuss the unification of forces in GUTs.; Describe the experimental tests of GUTs.; Discuss the implications of GUTs for particle physics and cosmology.	4	5	undergraduate	elective	No	50	Standard Model of Particle Physics; Quantum Field Theory; Quantum Mechanics; Special Relativity
Particle Physics	Higgs Boson	The Higgs boson is an elementary particle in the standard model that imparts mass to other fundamental particles through the Higgs mechanism.	Explain the significance of the Higgs boson in the standard model.; Describe the Higgs mechanism and how it imparts mass to particles.; Discuss the discovery of the Higgs boson at the Large Hadron Collider (LHC).; Explain the implications of the Higgs boson discovery for particle physics.	2	5	undergraduate	core	No	50	Standard Model of Particle Physics; Quantum Field Theory; Particle Physics; Quantum Mechanics
Particle Physics	Introduction to Particle Physics	An overview of the field of particle physics, including the standard model, fundamental particles, and forces of nature.	Define the term 'particle physics' and its significance in understanding the universe.; Identify the fundamental particles in the standard model.; Describe the four fundamental forces of nature.; Explain the role of particle accelerators in particle physics research.	2	5	high_school	core	No	50	Standard Model of Particle Physics
Particle Physics	Neutrino Physics	Neutrinos are fundamental particles with extremely low mass and interact very weakly with matter. Neutrino physics studies the properties and behavior of neutrinos.	Explain the properties of neutrinos and their significance in particle physics.; Describe the phenomenon of neutrino oscillations.; Discuss the experimental methods used to study neutrinos.; Explain the role of neutrinos in astrophysics and cosmology.	3	5	undergraduate	elective	No	50	Particle Physics; Quantum Mechanics
Particle Physics	Particle Accelerators	Particle accelerators are devices that accelerate charged particles to high energies for the purpose of studying particle physics.	Explain the basic principles of particle acceleration.; Describe the different types of particle accelerators and their applications.; Discuss the role of particle accelerators in experimental particle physics.; Explain the concept of colliders and their significance in particle physics research.	3	5	undergraduate	core	No	50	Nuclear Physics; Quantum Mechanics
Particle Physics	Quantum Chromodynamics (QCD)	Quantum Chromodynamics is the theory that describes the strong nuclear force, which binds quarks together to form protons, neutrons, and other hadrons.	Define Quantum Chromodynamics (QCD) and its significance in particle physics.; Explain the concept of color charge and how it relates to quarks and gluons.; Describe the phenomenon of confinement in QCD.; Discuss the experimental evidence supporting QCD.	4	5	undergraduate	core	No	50	Particle Physics; Quantum Mechanics
Particle Physics	Quantum Field Theory	Quantum field theory is the theoretical framework that combines quantum mechanics and special relativity to describe the behavior of particles as fields.	Explain the basic principles of quantum field theory.; Discuss the concept of quantization of fields.; Describe the Feynman diagrams used in quantum field theory calculations.; Discuss the applications of quantum field theory in particle physics.	5	5	graduate	core	No	50	Quantum Mechanics; Special Relativity
Particle Physics	Standard Model of Particle Physics	The standard model is a theory in particle physics that describes the electromagnetic, weak, and strong nuclear interactions, which are mediated by gauge bosons.	Explain the structure of the standard model.; Identify the fundamental particles in the standard model and their properties.; Describe the interactions between particles in the standard model.; Discuss the role of symmetries in the standard model.	3	5	undergraduate	core	No	50	Quantum Mechanics; Special Relativity; Nuclear Physics
Particle Physics	String Theory	String theory is a theoretical framework that attempts to reconcile quantum mechanics and general relativity by describing particles as one-dimensional 'strings' rather than point particles.	Explain the basic principles of string theory.; Discuss the concept of extra dimensions in string theory.; Describe the different versions of string theory (Type I, Type IIA, Type IIB, heterotic strings).; Discuss the implications of string theory for particle physics and cosmology.	4	5	graduate	elective	No	50	Quantum Mechanics; Special Relativity
Particle Physics	Supersymmetry	Supersymmetry is a theoretical framework that proposes a symmetry between fermions and bosons, which could explain the hierarchy problem and provide a candidate for dark matter.	Explain the concept of supersymmetry and its motivations.; Discuss the implications of supersymmetry for particle physics.; Describe the experimental searches for supersymmetric particles.; Discuss the role of supersymmetry in cosmology.	4	5	graduate	elective	No	50	Quantum Mechanics; Particle Physics; Standard Model of Particle Physics
Quantum Information Science	Quantum Algorithms	Exploration of quantum algorithms such as Shor's algorithm and Grover's algorithm for quantum computation.	Understand the principles behind Shor's algorithm for integer factorization.; Explore Grover's algorithm for unstructured search problems.; Analyze the efficiency of quantum algorithms compared to classical algorithms.	4	5	undergraduate	core	No	50	Quantum Mechanics
Quantum Information Science	Quantum Computing Architectures	Exploration of different quantum computing architectures such as superconducting qubits, trapped ions, and topological qubits.	Understand the principles behind superconducting qubits.; Explore the advantages and challenges of trapped ion quantum computing.; Analyze the potential of topological qubits for fault-tolerant quantum computation.	4	5	graduate	elective	No	50	Quantum Mechanics
Quantum Information Science	Quantum Cryptography	Exploration of quantum cryptography protocols for secure communication using quantum principles.	Understand the principles of quantum key distribution.; Explore protocols like BB84 and E91 for quantum secure communication.; Analyze the security advantages of quantum cryptography over classical cryptography.	3	5	undergraduate	core	No	50	Quantum Mechanics; Quantum Information; Quantum Optics
Quantum Information Science	Quantum Error Correction	Introduction to quantum error correction codes to protect quantum information from decoherence and errors.	Understand the need for quantum error correction.; Explore quantum error correction codes like the Shor code and the Steane code.; Analyze the fault-tolerance threshold for quantum error correction.	4	5	undergraduate	core	No	50	Quantum Mechanics; Quantum Information
Quantum Information Science	Quantum Gates and Circuits	Study of quantum gates and circuits for manipulating qubits and performing quantum operations.	Understand the concept of quantum gates.; Analyze quantum circuits using gate operations.; Implement basic quantum algorithms using quantum gates.	3	5	undergraduate	core	No	50	Quantum Mechanics
Quantum Information Science	Quantum Information Theory	Study of the theoretical foundations of quantum information science including quantum entropy and quantum channels.	Define quantum entropy and quantum mutual information.; Understand the concept of quantum channels.; Analyze the properties of quantum information measures.	4	5	graduate	core	No	50	Quantum Mechanics; Quantum States and Qubits
Quantum Information Science	Quantum Machine Learning	Integration of quantum computing with machine learning algorithms for enhanced computational power.	Understand the basics of quantum machine learning.; Explore quantum algorithms for machine learning tasks.; Analyze the potential advantages of quantum machine learning over classical machine learning.	4	5	graduate	elective	No	50	Quantum Computing; Machine Learning in Physics
Quantum Information Science	Quantum States and Qubits	Introduction to quantum states and qubits as the fundamental units of quantum information.	Define quantum states and qubits.; Understand the concept of superposition and entanglement.; Describe the Bloch sphere representation of qubits.	2	5	undergraduate	core	No	50	Quantum Mechanics
Quantum Information Science	Quantum Teleportation	Study of quantum teleportation as a method for transferring quantum states between distant qubits.	Understand the concept of quantum teleportation.; Describe the quantum teleportation protocol.; Analyze the applications of quantum teleportation in quantum communication.	3	5	undergraduate	core	No	50	Quantum Mechanics; Quantum States and Qubits; Quantum Gates and Circuits
Quantum Mechanics	Quantum Computing	Quantum computing utilizes quantum-mechanical phenomena to perform operations on data.	Explain the principles of quantum computing.; Discuss quantum gates and quantum algorithms.; Compare classical computing with quantum computing.	4	4	undergraduate	core	No	50	Quantum Mechanics; Quantum Information; Quantum States and Qubits
Quantum Mechanics	Quantum Cryptography	Quantum cryptography uses quantum-mechanical properties to perform cryptographic tasks.	Define quantum key distribution and quantum secure communication.; Explain the principles of quantum cryptography protocols.; Discuss the advantages of quantum cryptography over classical cryptographic methods.	4	4	undergraduate	core	No	50	Quantum Mechanics; Quantum Information; Quantum Optics
Quantum Mechanics	Quantum Entanglement	Quantum entanglement is a phenomenon where the quantum states of two or more particles are correlated.	Define quantum entanglement and Bell states.; Explain the concept of non-locality in quantum entanglement.; Discuss applications of quantum entanglement in quantum computing and cryptography.	4	4	undergraduate	core	No	50	Quantum Mechanics
Quantum Mechanics	Quantum Field Theory	Quantum field theory is a theoretical framework that combines quantum mechanics and special relativity to describe subatomic particles.	Explain the basic principles of quantum field theory.; Describe the quantization of fields and creation/annihilation operators.; Discuss the Standard Model of particle physics within the context of quantum field theory.	5	4	graduate	core	No	50	Quantum Mechanics; Special Relativity
Quantum Mechanics	Quantum Field Theory Applications	Explore the applications of quantum field theory in particle physics and cosmology.	Discuss the role of quantum field theory in the Standard Model.; Explain the concept of renormalization in quantum field theory.; Describe the use of quantum field theory in understanding the early universe.	5	4	graduate	core	No	50	Quantum Field Theory; Standard Model of Particle Physics
Quantum Mechanics	Quantum Information Theory	Quantum information theory studies the processing of information in quantum systems.	Define qubits and quantum information.; Explain quantum teleportation and quantum error correction.; Discuss quantum algorithms and quantum complexity theory.	4	4	graduate	core	No	50	Quantum Mechanics; Quantum States and Qubits
Quantum Mechanics	Quantum Optics	Quantum optics deals with the application of quantum mechanics to optical systems.	Explain the quantum nature of light.; Discuss quantum states of light such as coherent states and squeezed states.; Describe quantum phenomena in optical systems like single-photon sources and detectors.	4	4	graduate	core	No	50	Quantum Mechanics
Quantum Mechanics	Quantum States	Quantum states describe the state of a quantum system, including superposition and collapse.	Define quantum states and superposition.; Explain the concept of collapse of the wave function.; Calculate probabilities of outcomes in quantum systems.	3	4	undergraduate	core	No	50	Quantum Mechanics
Quantum Mechanics	Quantum Tunneling	Quantum tunneling is a quantum mechanical phenomenon where a particle passes through a potential barrier that it classically cannot surmount.	Define quantum tunneling and explain the tunneling effect.; Calculate tunneling probabilities using the Schrödinger equation.; Discuss applications of quantum tunneling in various fields.	3	4	undergraduate	core	No	50	Quantum Mechanics
Quantum Mechanics	Wave-Particle Duality	Wave-particle duality is the concept that all particles exhibit both wave and particle properties.	Explain the concept of wave-particle duality.; Describe the experiments that support wave-particle duality.; Apply wave-particle duality to explain phenomena like diffraction and interference.	2	4	high_school	core	No	50	
Theoretical Physics	Classical Mechanics	Study of the motion of objects based on Newton's laws of motion and the law of universal gravitation.	Apply Newton's laws of motion to solve problems involving the motion of objects.; Analyze the motion of objects in one and two dimensions.; Understand the concepts of work, energy, and momentum in classical mechanics.	4	5	high_school	core	No	50	Newton's Laws of Motion; Motion in One Dimension; Motion in Two Dimensions; Work and Energy
Theoretical Physics	Cosmology	Study of the origin, evolution, and eventual fate of the universe, including topics such as the Big Bang theory and dark matter.	Understand the Friedmann equations and the cosmological principle.; Analyze the cosmic microwave background radiation.; Explore the evidence for dark matter and dark energy in cosmology.	5	5	graduate	core	No	50	Introduction to Astrophysics; Gravitation; Quantum Mechanics; Special Relativity
Theoretical Physics	Electromagnetism	Study of the electromagnetic force, encompassing electric and magnetic fields, Maxwell's equations, and electromagnetic waves.	Understand the laws of electrostatics and magnetostatics.; Apply Maxwell's equations to describe electromagnetic phenomena.; Analyze the behavior of electromagnetic waves.	4	5	undergraduate	core	No	50	Electric Charge; Electric Field; Magnetic Field; Maxwell's Equations; Magnetostatics; Faraday's Law of Electromagnetic Induction; Gauss's Law
Theoretical Physics	Quantum Field Theory	Framework that combines quantum mechanics and special relativity to describe subatomic particles as excitations of underlying fields.	Understand the concept of quantized fields.; Apply Feynman diagrams to calculate particle interactions.; Analyze the renormalization process in quantum field theory.	5	5	graduate	core	No	50	Quantum Mechanics; Special Relativity
Theoretical Physics	Quantum Mechanics	Study of the behavior of particles at the atomic and subatomic levels, incorporating wave-particle duality and the uncertainty principle.	Understand the principles of wave-particle duality.; Solve the Schrödinger equation for simple quantum systems.; Analyze quantum phenomena such as tunneling and superposition.	5	5	undergraduate	core	No	50	Wave-Particle Duality; Classical Mechanics; Quantum Field Theory; Special Relativity
Theoretical Physics	Special Relativity	Theory describing the behavior of objects moving at speeds approaching the speed of light.	Understand the postulates of special relativity.; Apply Lorentz transformations to describe the effects of relative motion.; Analyze relativistic effects on time dilation and length contraction.	3	5	high_school	core	No	50	Classical Mechanics; Electromagnetism; Quantum Mechanics
Theoretical Physics	Statistical Mechanics	Branch of physics that uses probability theory to study the average behavior of a large number of particles.	Understand the concepts of microstates and macrostates.; Apply statistical mechanics to derive thermodynamic properties.; Analyze systems in equilibrium using statistical mechanics.	4	5	undergraduate	core	No	50	Classical Mechanics; Quantum Mechanics
Theoretical Physics	String Theory	Theoretical framework that posits that fundamental particles are not point-like but rather tiny strings vibrating at different frequencies.	Understand the basics of string theory and its extra dimensions.; Explore the different string configurations and vibrational modes.; Analyze the implications of string theory for unifying fundamental forces.	6	5	graduate	core	No	50	Quantum Mechanics; Special Relativity
Thermodynamics	Advanced Topics in Thermodynamics	Exploration of specialized topics in thermodynamics beyond the core principles.	Investigate advanced concepts in thermodynamics such as non-ideal systems and critical phenomena.; Apply mathematical and computational methods to analyze complex thermodynamic systems.; Discuss current research trends and interdisciplinary applications of thermodynamics.	6	2	graduate	elective	No	50	Chemical Thermodynamics; Entropy and Reversibility; First Law of Thermodynamics; Ideal Gas Laws; Thermodynamic Equilibrium; Thermodynamic Laws and Equations; Thermodynamic Processes; Zeroth Law of Thermodynamics
Thermodynamics	Chemical Thermodynamics	Application of thermodynamic principles to chemical reactions and equilibrium.	Apply thermodynamic concepts to analyze chemical reactions and equilibrium.; Calculate reaction enthalpies, entropies, and Gibbs free energies.; Predict the feasibility and direction of chemical reactions based on thermodynamic considerations.	4	2	undergraduate	core	No	50	First Law of Thermodynamics; Second Law of Thermodynamics; Statistical Mechanics and Thermodynamics
Thermodynamics	Entropy and Reversibility	Study of entropy as a measure of disorder and the concept of reversible and irreversible processes.	Define entropy and its significance in thermodynamics.; Differentiate between reversible and irreversible processes.; Calculate the change in entropy for various thermodynamic processes.	3	2	undergraduate	core	No	50	First Law of Thermodynamics; Thermodynamic Laws and Equations
Thermodynamics	First Law of Thermodynamics	The First Law states that energy cannot be created or destroyed, only converted from one form to another.	State the First Law of Thermodynamics.; Apply the First Law to analyze processes involving heat transfer and work.; Calculate changes in internal energy for various thermodynamic systems.	3	2	high_school	core	No	50	Work and Energy; Conservation of Energy
Thermodynamics	Heat Engines and Efficiency	Study of heat engines, their efficiency, and the concept of thermal efficiency.	Define the efficiency of a heat engine.; Calculate the efficiency of ideal and real heat engines.; Analyze the Carnot cycle and its implications for maximum efficiency.	3	2	high_school	core	No	50	First Law of Thermodynamics; Thermodynamic Cycles
Thermodynamics	Heat Transfer Mechanisms	Study of conduction, convection, and radiation as mechanisms of heat transfer.	Explain the mechanisms of heat transfer: conduction, convection, and radiation.; Calculate heat transfer rates using Fourier's Law, Newton's Law of Cooling, and Stefan-Boltzmann Law.; Analyze real-world applications of heat transfer mechanisms.	4	2	undergraduate	core	No	50	Temperature and Heat
Thermodynamics	Ideal Gas Laws	Study of the behavior of ideal gases and the equations that describe their properties.	State the ideal gas law and its assumptions.; Apply the ideal gas law to analyze the behavior of gases under different conditions.; Derive and use the equations of state for ideal gases.	3	2	undergraduate	core	No	50	Units and Dimensional Analysis; Thermodynamics in Astrophysics
Thermodynamics	Non-equilibrium Thermodynamics	Study of thermodynamic systems far from equilibrium and the principles governing their behavior.	Define non-equilibrium thermodynamics and its relevance to real-world systems.; Analyze the behavior of systems undergoing non-equilibrium processes.; Discuss the applications of non-equilibrium thermodynamics in various fields.	4	2	undergraduate	elective	No	50	Statistical Mechanics and Thermodynamics; Thermodynamic Equilibrium; Thermodynamic Laws and Equations; Thermodynamic Processes
Thermodynamics	Phase Transitions and Phase Diagrams	Study of phase transitions in matter and the construction and interpretation of phase diagrams.	Explain the concept of phase transitions and the role of thermodynamics in phase changes.; Construct and interpret phase diagrams for different substances.; Analyze the behavior of matter at phase boundaries and critical points.	4	2	undergraduate	core	No	50	Statistical Mechanics and Classical Dynamics; Thermodynamic Equilibrium
Thermodynamics	Second Law of Thermodynamics	The Second Law states that the total entropy of an isolated system can never decrease over time.	State the Second Law of Thermodynamics.; Explain the concept of entropy and its relationship to disorder.; Apply the Second Law to analyze processes and determine the direction of spontaneous change.	3	2	high_school	core	No	50	First Law of Thermodynamics; Entropy and Reversibility; Thermodynamic Equilibrium; Thermodynamic Processes; Thermodynamic Cycles; Thermodynamic Potentials; Thermodynamic Laws and Equations; Statistical Mechanics and Thermodynamics; Non-equilibrium Thermodynamics; Chemical Thermodynamics; Heat Engines and Efficiency; Ideal Gas Laws; Phase Transitions and Phase Diagrams
Thermodynamics	Statistical Mechanics and Thermodynamics	Introduction to statistical mechanics as a foundation for understanding thermodynamic behavior at the microscopic level.	Explain the connection between statistical mechanics and thermodynamics.; Apply statistical methods to derive thermodynamic properties from the microscopic behavior of particles.; Analyze the relationship between entropy in statistical mechanics and thermodynamics.	4	2	undergraduate	core	No	50	Statistical Mechanics and Classical Dynamics
Thermodynamics	Thermodynamic Cycles	Analysis of thermodynamic cycles such as the Carnot cycle, Rankine cycle, and refrigeration cycles.	Describe the operation and efficiency of different thermodynamic cycles.; Analyze the performance of power cycles and refrigeration cycles.; Optimize thermodynamic cycles for maximum efficiency.	4	2	undergraduate	core	No	50	First Law of Thermodynamics; Second Law of Thermodynamics; Ideal Gas Laws
Thermodynamics	Thermodynamic Equilibrium	Understanding the concept of thermodynamic equilibrium and its implications for systems.	Define thermodynamic equilibrium and its different forms.; Analyze systems in thermal, mechanical, and chemical equilibrium.; Apply the concept of equilibrium to solve problems involving heat transfer and work.	3	2	undergraduate	core	No	50	Temperature and Heat
Thermodynamics	Thermodynamic Laws and Equations	Overview of the laws of thermodynamics and the equations that govern thermodynamic processes.	Summarize the laws of thermodynamics and their significance.; Derive and apply the fundamental equations of thermodynamics (e.g., Clausius-Clapeyron equation).; Analyze thermodynamic systems using the appropriate equations and principles.	4	2	undergraduate	core	No	50	Classical Mechanics; Statistical Mechanics; Units and Dimensional Analysis
Thermodynamics	Thermodynamic Potentials	Study of thermodynamic potentials such as internal energy, enthalpy, Helmholtz free energy, and Gibbs free energy.	Define and differentiate between various thermodynamic potentials.; Apply thermodynamic potentials to analyze and predict the behavior of thermodynamic systems.; Derive relationships between different potentials and thermodynamic quantities.	4	2	undergraduate	core	No	50	First Law of Thermodynamics; Thermodynamic Laws and Equations; Thermodynamic Processes
Thermodynamics	Thermodynamic Processes	Analysis of different types of thermodynamic processes such as isothermal, adiabatic, isobaric, and isochoric processes.	Define and differentiate between various types of thermodynamic processes.; Analyze the work done and heat transfer in different processes.; Apply the First and Second Laws of Thermodynamics to study the behavior of systems undergoing different processes.	4	2	undergraduate	core	No	50	Temperature and Heat; Work and Energy
