Pedagogical_Order	Topic	Subtopic	Description	Chapter	Section	Educational_Level	Depth_Level	Domain	Difficulty	Duration_Hours	Is_Core	MCAT_Relevant	Prerequisites	Learning_Objectives	Assessment_Methods	Source_Books
822	Thermodynamics Concepts	Thermodynamics Concepts	Detailed study of section 8 within heat and heat transfer methods	Heat and Heat Transfer Methods	Section 8	undergraduate	3	thermodynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_13_mod_6	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Laboratory work; Research projects	osbooks-college-physics-bundle
822	Thermodynamics Concepts	Thermodynamics Concepts	Detailed study of section 8 within heat and heat transfer methods	Heat and Heat Transfer Methods	Section 8	undergraduate	3	thermodynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_13_mod_6	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Laboratory work; Research projects	osbooks-college-physics-bundle
824	Thermodynamics Concepts	Thermodynamics Concepts	Detailed study of section 8 within heat and heat transfer methods	Heat and Heat Transfer Methods	Section 8	undergraduate	3	thermodynamics	2	2	Core	Yes	osbooks-college-physics_root_13_mod_6	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Laboratory work; Research projects	osbooks-college-physics
824	Thermodynamics Concepts	Thermodynamics Concepts	Detailed study of section 8 within heat and heat transfer methods	Heat and Heat Transfer Methods	Section 8	undergraduate	3	thermodynamics	2	2	Core	Yes	osbooks-college-physics_root_13_mod_6	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Laboratory work; Research projects	osbooks-college-physics
825	Electrical Circuits (Introductory)	Electrical Circuits (Introductory)	Comprehensive study of electrical circuits concepts	Electrical Circuits		high_school	1	electricity	1	5	Core	Yes		Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis	osbooks-physics
826	Electricity Concepts	Electricity Concepts	Detailed study of section 1 within electrical circuits	Electrical Circuits	Section 1	high_school	2	electricity	1	2	Core	Yes	osbooks-physics_root_18	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis	osbooks-physics
827	Electricity Concepts	Electricity Concepts	Detailed study of section 2 within electrical circuits	Electrical Circuits	Section 2	high_school	2	electricity	1	2	Core	Yes	osbooks-physics_root_18_mod_0	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis	osbooks-physics
828	Electricity Concepts	Electricity Concepts	Detailed study of section 3 within electrical circuits	Electrical Circuits	Section 3	high_school	2	electricity	1	2	Core	Yes	osbooks-physics_root_18_mod_1	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis	osbooks-physics
829	Electricity Concepts	Electricity Concepts	Detailed study of section 4 within electrical circuits	Electrical Circuits	Section 4	high_school	2	electricity	1	2	Core	Yes	osbooks-physics_root_18_mod_2	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis	osbooks-physics
830	Electricity Concepts	Electricity Concepts	Detailed study of section 5 within electrical circuits	Electrical Circuits	Section 5	high_school	2	electricity	1	2	Core	Yes	osbooks-physics_root_18_mod_3	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis	osbooks-physics
831	Static Electricity (Introductory)	Static Electricity (Introductory)	Comprehensive study of static electricity concepts	Static Electricity		high_school	1	electricity	1	6	Core	Yes		Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis	osbooks-physics
832	Electricity Concepts	Electricity Concepts	Detailed study of section 1 within static electricity	Static Electricity	Section 1	high_school	2	electricity	1	2	Core	Yes	osbooks-physics_root_17	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis	osbooks-physics
833	Electricity Concepts	Electricity Concepts	Detailed study of section 2 within static electricity	Static Electricity	Section 2	high_school	2	electricity	1	2	Core	Yes	osbooks-physics_root_17_mod_0	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis	osbooks-physics
834	Electricity Concepts	Electricity Concepts	Detailed study of section 3 within static electricity	Static Electricity	Section 3	high_school	2	electricity	1	2	Core	Yes	osbooks-physics_root_17_mod_1	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis	osbooks-physics
835	Electricity Concepts	Electricity Concepts	Detailed study of section 4 within static electricity	Static Electricity	Section 4	high_school	2	electricity	1	2	Core	Yes	osbooks-physics_root_17_mod_2	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis	osbooks-physics
836	Electricity Concepts	Electricity Concepts	Detailed study of section 5 within static electricity	Static Electricity	Section 5	high_school	2	electricity	1	2	Core	Yes	osbooks-physics_root_17_mod_3	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis	osbooks-physics
837	Electricity Concepts	Electricity Concepts	Detailed study of section 6 within static electricity	Static Electricity	Section 6	high_school	2	electricity	1	2	Core	Yes	osbooks-physics_root_17_mod_4	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis	osbooks-physics
839	Electric Charge and Electric Field (Intermediate)	Electric Charge and Electric Field (Intermediate)	Comprehensive study of electric charge and electric field concepts	Electric Charge and Electric Field		undergraduate	2	electricity	2	7	Core	Yes	osbooks-college-physics-bundle_root_17	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
839	Electric Charge and Electric Field (Intermediate)	Electric Charge and Electric Field (Intermediate)	Comprehensive study of electric charge and electric field concepts	Electric Charge and Electric Field		undergraduate	2	electricity	2	7	Core	Yes	osbooks-college-physics-bundle_root_17	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
841	Electric Charge and Electric Field (Intermediate)	Electric Charge and Electric Field (Intermediate)	Comprehensive study of electric charge and electric field concepts	Electric Charge and Electric Field		undergraduate	2	electricity	2	7	Core	Yes	osbooks-college-physics_root_17	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
841	Electric Charge and Electric Field (Intermediate)	Electric Charge and Electric Field (Intermediate)	Comprehensive study of electric charge and electric field concepts	Electric Charge and Electric Field		undergraduate	2	electricity	2	7	Core	Yes	osbooks-college-physics_root_17	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
843	Electricity Concepts	Electricity Concepts	Detailed study of section 1 within electric charge and electric field	Electric Charge and Electric Field	Section 1	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_17_mod_8	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
843	Electricity Concepts	Electricity Concepts	Detailed study of section 1 within electric charge and electric field	Electric Charge and Electric Field	Section 1	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_17_mod_8	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
845	Electricity Concepts	Electricity Concepts	Detailed study of section 1 within electric charge and electric field	Electric Charge and Electric Field	Section 1	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_17_mod_8	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
845	Electricity Concepts	Electricity Concepts	Detailed study of section 1 within electric charge and electric field	Electric Charge and Electric Field	Section 1	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_17_mod_8	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
847	Electricity Concepts	Electricity Concepts	Detailed study of section 2 within electric charge and electric field	Electric Charge and Electric Field	Section 2	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_17_mod_0	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
847	Electricity Concepts	Electricity Concepts	Detailed study of section 2 within electric charge and electric field	Electric Charge and Electric Field	Section 2	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_17_mod_0	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
849	Electricity Concepts	Electricity Concepts	Detailed study of section 2 within electric charge and electric field	Electric Charge and Electric Field	Section 2	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_17_mod_0	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
849	Electricity Concepts	Electricity Concepts	Detailed study of section 2 within electric charge and electric field	Electric Charge and Electric Field	Section 2	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_17_mod_0	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
851	Electricity Concepts	Electricity Concepts	Detailed study of section 3 within electric charge and electric field	Electric Charge and Electric Field	Section 3	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_17_mod_1	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
851	Electricity Concepts	Electricity Concepts	Detailed study of section 3 within electric charge and electric field	Electric Charge and Electric Field	Section 3	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_17_mod_1	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
853	Electricity Concepts	Electricity Concepts	Detailed study of section 3 within electric charge and electric field	Electric Charge and Electric Field	Section 3	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_17_mod_1	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
853	Electricity Concepts	Electricity Concepts	Detailed study of section 3 within electric charge and electric field	Electric Charge and Electric Field	Section 3	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_17_mod_1	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
855	Electricity Concepts	Electricity Concepts	Detailed study of section 4 within electric charge and electric field	Electric Charge and Electric Field	Section 4	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_17_mod_2	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
855	Electricity Concepts	Electricity Concepts	Detailed study of section 4 within electric charge and electric field	Electric Charge and Electric Field	Section 4	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_17_mod_2	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
857	Electricity Concepts	Electricity Concepts	Detailed study of section 4 within electric charge and electric field	Electric Charge and Electric Field	Section 4	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_17_mod_2	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
857	Electricity Concepts	Electricity Concepts	Detailed study of section 4 within electric charge and electric field	Electric Charge and Electric Field	Section 4	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_17_mod_2	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
859	Electricity Concepts	Electricity Concepts	Detailed study of section 5 within electric charge and electric field	Electric Charge and Electric Field	Section 5	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_17_mod_3	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
859	Electricity Concepts	Electricity Concepts	Detailed study of section 5 within electric charge and electric field	Electric Charge and Electric Field	Section 5	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_17_mod_3	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
861	Electricity Concepts	Electricity Concepts	Detailed study of section 5 within electric charge and electric field	Electric Charge and Electric Field	Section 5	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_17_mod_3	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
861	Electricity Concepts	Electricity Concepts	Detailed study of section 5 within electric charge and electric field	Electric Charge and Electric Field	Section 5	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_17_mod_3	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
863	Electricity Concepts	Electricity Concepts	Detailed study of section 6 within electric charge and electric field	Electric Charge and Electric Field	Section 6	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_17_mod_4	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
863	Electricity Concepts	Electricity Concepts	Detailed study of section 6 within electric charge and electric field	Electric Charge and Electric Field	Section 6	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_17_mod_4	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
865	Electricity Concepts	Electricity Concepts	Detailed study of section 6 within electric charge and electric field	Electric Charge and Electric Field	Section 6	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_17_mod_4	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
865	Electricity Concepts	Electricity Concepts	Detailed study of section 6 within electric charge and electric field	Electric Charge and Electric Field	Section 6	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_17_mod_4	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
867	Electricity Concepts	Electricity Concepts	Detailed study of section 7 within electric charge and electric field	Electric Charge and Electric Field	Section 7	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_17_mod_5	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
867	Electricity Concepts	Electricity Concepts	Detailed study of section 7 within electric charge and electric field	Electric Charge and Electric Field	Section 7	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_17_mod_5	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
869	Electricity Concepts	Electricity Concepts	Detailed study of section 7 within electric charge and electric field	Electric Charge and Electric Field	Section 7	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_17_mod_5	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
869	Electricity Concepts	Electricity Concepts	Detailed study of section 7 within electric charge and electric field	Electric Charge and Electric Field	Section 7	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_17_mod_5	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
871	Electricity Concepts	Electricity Concepts	Detailed study of section 8 within electric charge and electric field	Electric Charge and Electric Field	Section 8	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_17_mod_6	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
871	Electricity Concepts	Electricity Concepts	Detailed study of section 8 within electric charge and electric field	Electric Charge and Electric Field	Section 8	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_17_mod_6	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
873	Electricity Concepts	Electricity Concepts	Detailed study of section 8 within electric charge and electric field	Electric Charge and Electric Field	Section 8	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_17_mod_6	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
873	Electricity Concepts	Electricity Concepts	Detailed study of section 8 within electric charge and electric field	Electric Charge and Electric Field	Section 8	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_17_mod_6	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
875	Electricity Concepts	Electricity Concepts	Detailed study of section 9 within electric charge and electric field	Electric Charge and Electric Field	Section 9	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_17_mod_7	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
875	Electricity Concepts	Electricity Concepts	Detailed study of section 9 within electric charge and electric field	Electric Charge and Electric Field	Section 9	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_17_mod_7	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
877	Electricity Concepts	Electricity Concepts	Detailed study of section 9 within electric charge and electric field	Electric Charge and Electric Field	Section 9	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_17_mod_7	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
877	Electricity Concepts	Electricity Concepts	Detailed study of section 9 within electric charge and electric field	Electric Charge and Electric Field	Section 9	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_17_mod_7	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
879	Electric Current, Resistance, and Ohm's Law (Intermediate)	Electric Current, Resistance, and Ohm's Law (Intermediate)	Comprehensive study of electric current, resistance, and ohm's law concepts	Electric Current, Resistance, and Ohm's Law		undergraduate	2	electricity	2	6	Core	Yes	osbooks-college-physics-bundle_root_19	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
879	Electric Current, Resistance, and Ohm's Law (Intermediate)	Electric Current, Resistance, and Ohm's Law (Intermediate)	Comprehensive study of electric current, resistance, and ohm's law concepts	Electric Current, Resistance, and Ohm's Law		undergraduate	2	electricity	2	6	Core	Yes	osbooks-college-physics-bundle_root_19	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
881	Electric Current, Resistance, and Ohm's Law (Intermediate)	Electric Current, Resistance, and Ohm's Law (Intermediate)	Comprehensive study of electric current, resistance, and ohm's law concepts	Electric Current, Resistance, and Ohm's Law		undergraduate	2	electricity	2	6	Core	Yes	osbooks-college-physics_root_19	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
881	Electric Current, Resistance, and Ohm's Law (Intermediate)	Electric Current, Resistance, and Ohm's Law (Intermediate)	Comprehensive study of electric current, resistance, and ohm's law concepts	Electric Current, Resistance, and Ohm's Law		undergraduate	2	electricity	2	6	Core	Yes	osbooks-college-physics_root_19	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
883	Electricity Concepts	Electricity Concepts	Detailed study of section 1 within electric current, resistance, and ohm's law	Electric Current, Resistance, and Ohm's Law	Section 1	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_19_mod_7	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
883	Electricity Concepts	Electricity Concepts	Detailed study of section 1 within electric current, resistance, and ohm's law	Electric Current, Resistance, and Ohm's Law	Section 1	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_19_mod_7	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
885	Electricity Concepts	Electricity Concepts	Detailed study of section 1 within electric current, resistance, and ohm's law	Electric Current, Resistance, and Ohm's Law	Section 1	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_19_mod_7	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
885	Electricity Concepts	Electricity Concepts	Detailed study of section 1 within electric current, resistance, and ohm's law	Electric Current, Resistance, and Ohm's Law	Section 1	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_19_mod_7	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
887	Electricity Concepts	Electricity Concepts	Detailed study of section 2 within electric current, resistance, and ohm's law	Electric Current, Resistance, and Ohm's Law	Section 2	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_19_mod_0	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
887	Electricity Concepts	Electricity Concepts	Detailed study of section 2 within electric current, resistance, and ohm's law	Electric Current, Resistance, and Ohm's Law	Section 2	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_19_mod_0	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
889	Electricity Concepts	Electricity Concepts	Detailed study of section 2 within electric current, resistance, and ohm's law	Electric Current, Resistance, and Ohm's Law	Section 2	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_19_mod_0	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
889	Electricity Concepts	Electricity Concepts	Detailed study of section 2 within electric current, resistance, and ohm's law	Electric Current, Resistance, and Ohm's Law	Section 2	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_19_mod_0	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
891	Electricity Concepts	Electricity Concepts	Detailed study of section 3 within electric current, resistance, and ohm's law	Electric Current, Resistance, and Ohm's Law	Section 3	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_19_mod_1	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
891	Electricity Concepts	Electricity Concepts	Detailed study of section 3 within electric current, resistance, and ohm's law	Electric Current, Resistance, and Ohm's Law	Section 3	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_19_mod_1	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
893	Electricity Concepts	Electricity Concepts	Detailed study of section 3 within electric current, resistance, and ohm's law	Electric Current, Resistance, and Ohm's Law	Section 3	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_19_mod_1	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
893	Electricity Concepts	Electricity Concepts	Detailed study of section 3 within electric current, resistance, and ohm's law	Electric Current, Resistance, and Ohm's Law	Section 3	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics_root_19_mod_1	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
895	Electricity Concepts	Electricity Concepts	Detailed study of section 4 within electric current, resistance, and ohm's law	Electric Current, Resistance, and Ohm's Law	Section 4	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_19_mod_2	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
895	Electricity Concepts	Electricity Concepts	Detailed study of section 4 within electric current, resistance, and ohm's law	Electric Current, Resistance, and Ohm's Law	Section 4	undergraduate	3	electricity	2	2	Core	Yes	osbooks-college-physics-bundle_root_19_mod_2	Understand fundamental concepts; Apply principles to solve problems; Connect theory to real-world applications	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
